0,0.0000,0.0000
1,0.0000,0.0000
2,0.0000,0.0000
3,0.0000,0.0000
4,0.0000,0.0000
5,0.0000,0.0000
6,0.0000,0.0000
7,0.0000,0.0000
8,0.0000,0.0000
9,0.0000,0.0000
10,0.0000,0.0000
11,0.0000,0.0000
12,0.0000,0.0000
13,0.0000,0.0000
14,0.0000,0.0000
15,0.0000,0.0000
16,0.0000,0.0000
17,0.0000,0.0000
18,0.0000,0.0000
19,0.0000,0.0000
20,0.0000,0.0000
21,0.0000,0.0000
22,0.0000,0.0000
23,0.0000,0.0000
24,0.0000,0.0000
25,0.0000,0.0000
26,0.0000,0.0000
27,0.0004,0.0000
28,0.0046,0.0000
29,0.0145,0.0000
30,0.0316,0.0000
31,0.0586,0.0000
32,0.0963,0.0792
33,0.1318,0.1131
34,0.1679,0.1478
35,0.2087,0.1862
36,0.2483,0.2338
37,0.2871,0.2765
38,0.3237,0.3187
39,0.3564,0.3675
40,0.3873,0.4090
41,0.4143,0.4414
42,0.4379,0.4684
43,0.4577,0.0000
44,0.4745,0.4749
45,0.4890,0.0000
46,0.5004,0.0000
47,0.5099,0.0000
48,0.5171,0.0000
49,0.5221,0.5385
50,0.5259,0.5400
51,0.5278,0.5514
52,0.5274,0.4867
53,0.5255,0.4855
54,0.5217,0.5461
55,0.5164,0.5244
56,0.4665,0.4478
57,0.4573,0.0000
58,0.4463,0.0000
59,0.4326,0.0000
60,0.4166,0.0000
61,0.3979,0.0000
62,0.3793,0.0000
63,0.3618,0.0000
64,0.3439,0.0000
65,0.3241,0.0000
66,0.3027,0.0000
67,0.2795,0.0000
68,0.2555,0.0000
69,0.2319,0.0000
70,0.2079,0.0000
71,0.1828,0.0000
72,0.1569,0.0000
73,0.1329,0.0000
74,0.1104,0.0000
75,0.0883,0.0000
76,0.0674,0.0000
77,0.0468,0.0000
78,0.0289,0.0000
79,0.0160,0.0000
80,0.0069,0.0000
81,0.0015,0.0000
82,0.0000,0.0000
83,0.0000,0.0000
84,0.0000,0.0000
85,0.0000,0.0000
86,0.0000,0.0000
87,0.0000,0.0000
88,0.0000,0.0000
89,0.0000,0.0000
90,0.0000,0.0000
91,0.0000,0.0000
92,0.0000,0.0000
93,0.0000,0.0000
94,0.0000,0.0000
95,0.0000,0.0000
96,0.0000,0.0000
97,0.0000,0.0000
98,0.0000,0.0000
99,0.0000,0.0000
